id,list_name,party,session,type,date,value,donated_to_charity,party_donation,description,sub_entry
4133,"Bridgen, Andrew",Conservative,2013-14,employment,2013-11-22,80.0,False,False,"Payments from YouGov, 50 Featherstone Street
, 
London
, 
EC1Y 8RT
:",Payment of £80 for survey completed on 20 November 2013.  Hours: 30 mins. Payment donated to North West Leicestershire Conservative Association.  (Registered 22 November 2013)
4067,"Brine, Steve",Conservative,2013-14,employment,2013-09-25,200.0,False,False,"Payments from Ipsos Mori , 79-81 Borough Road, London SE1 1FY, for opinion surveys:",Received £200 on 9 September 2013 for survey on 25 June 2013. Hours: 1 hr. (Registered 25 September 2013)
4067,"Brine, Steve",Conservative,2013-14,employment,2014-01-02,80.0,False,False,"Payments from Ipsos Mori , 79-81 Borough Road, London SE1 1FY, for opinion surveys:","Payment of £80 on 29 November 2013 from YouGov, 50 Featherstone Street, London EC1Y 8RT, for completing online survey, 17 October 2013.  Hours: 20 mins.   (Registered 2 January 2014)"
4067,"Brine, Steve",Conservative,2013-14,gift,2013-07-26,1340.0,False,False,Donor: PRS for Music Ltd,
4067,"Brine, Steve",Conservative,2013-14,gift,2013-10-02,400.0,False,False,Donor: PRS for Music Ltd,
1431,"Brooke, Annette",Liberal Democrat,2013-14,employment,2013-12-03,100.0,False,False,"Joint owner with my husband of Broadstone Minerals, a small retail and wholesale business dealing in rocks, minerals and gemstones. Address: Broadstone Minerals, 22 Upper Golf Links Road
, Broadstone, 
Dorset
, 
BH18 8BX
.","Received £100 as my share of the profits.  Hours: 8 hrs. 
(Registered 3 December 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-02-04,126380.0,False,False,,"Payment of £126,380 for travel, staff and research fund. (Registered 4 February 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-04-09,1410.34,False,False,,"Accommodation paid for me and my staff in Abu Dhabi ; value £1,410.34 (Registered 9 April 2013; updated 17 June 2013; updated 3 July 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-06-17,1457.96,False,False,,"Accommodation paid for me and my staff in New York; value £1,457.96 (Registered 17 June 2013 )"
591,"Brown, Gordon",Labour,2013-14,employment,2013-10-25,123846.68,False,False,,"Payment of £123,846.68 for travel, staff and research fund. (Registered 25 October 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-10-25,1092.6,False,False,,"Accommodation paid for me and my staff in Shanghai; value £1,092.60. (Registered 25 October 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-02-04,15643.16,False,False,"Payments as Chairman of the World Economic Forum Policy Coordination Group.  Address:  Route de la Capite 91-93, 1223 Cologny/Geneva:","Airfare, transport and accommodation in Gurgaon, India, also paid for me and my staff; £15,643.16. (Registered 4 February 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-02-04,8369.18,False,False,"Payments as Chairman of the World Economic Forum Policy Coordination Group.  Address:  Route de la Capite 91-93, 1223 Cologny/Geneva:","Airfare, transport and accommodation in Dubai, also paid for me and my staff; £8,369.18. (Registered 4 February 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-04-09,10508.33,False,False,"Payments as Chairman of the World Economic Forum Policy Coordination Group.  Address:  Route de la Capite 91-93, 1223 Cologny/Geneva:","Airfare, transport and accommodation in Geneva, Switzerland, also paid for me and my staff; £10,508.33. (Registered 9 April 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-06-17,542.03,False,False,"Payments as Chairman of the World Economic Forum Policy Coordination Group.  Address:  Route de la Capite 91-93, 1223 Cologny/Geneva:","Airfare and accommodation in Geneva, Switzerland, also paid for me and my staff; £542.03. (Registered 17 June 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-06-17,83351.33,False,False,"Payments as Chairman of the World Economic Forum Policy Coordination Group.  Address:  Route de la Capite 91-93, 1223 Cologny/Geneva:","Payment for staff and research of £83,351.33 as Chairman of the World Economic Forum Policy Coordination Group. (Registered 17 June 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-06-17,18904.95,False,False,"Payments as Chairman of the World Economic Forum Policy Coordination Group.  Address:  Route de la Capite 91-93, 1223 Cologny/Geneva:","Airfare, transport and accommodation in Cape Town, South Africa, also paid for me and my staff; £18,904.95. (Registered 17 June 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-10-25,42439.06,False,False,"Payments as Chairman of the World Economic Forum Policy Coordination Group.  Address:  Route de la Capite 91-93, 1223 Cologny/Geneva:","Payment for staff and research of £42,439.06, as Chairman of the World Economic Forum Policy Coordination Group. (Registered 25 October 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-10-25,12531.66,False,False,"Payments as Chairman of the World Economic Forum Policy Coordination Group.  Address:  Route de la Capite 91-93, 1223 Cologny/Geneva:","Airfare, transport and accommodation in Dailian, China, also paid for me and my staff; £12,531.66. (Registered 25 October 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2014-01-09,41393.47,False,False,"Payments as Chairman of the World Economic Forum Policy Coordination Group.  Address:  Route de la Capite 91-93, 1223 Cologny/Geneva:","Payment for staff and research of £41,393.47 as Chairman of the World Economic Forum Policy Coordination Group. (Registered 9 January 2014)"
591,"Brown, Gordon",Labour,2013-14,employment,2011-12-20,22500.0,False,False,"Signature advance of £22,500 from Simon and Schuster UK Ltd, for book to be published in 2012.  Address:  222 Grays Inn Road, London WC1X 8HB.  Hours:  Nil at time of registration. (Registered 20 December 2011)",
591,"Brown, Gordon",Labour,2013-14,employment,2012-11-27,3895.34,False,False,"Payment of £48,916.68 plus flight and other costs, for speech to Czech Teleaxis.  Address of Czech Teleaxis:  Vaclavske namesti 802/56, PalacBlanik, Praha 1, 110 00 Czech Republic.  Hours: 2 hrs.  Flights, transport and accommodation also paid for me and my staff; value £3,895.34. (Registered 27 November 2012; updated 4 February 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2012-11-27,12084.72,False,False,"Payment of £61,009.54 plus flight and other costs for speech to the Global Forum Secretariat in Seoul, Korea.  Address of the Global Forum Secretariat:   Korea Economic Daily, 13F Hankyung Bldg, 441 Junglim-dong, Jung-gu, Seoul, 100-791 South Korea.  Hours: 4.5 hrs.   Flights, transport and accommodation also paid for me and my staff; value £12,084.72 (Registered 27 November 2012; updated 4 February 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2012-11-27,20812.15,False,False,"Payment of £48,469.03 plus flight and other costs for speech to LL Global Inc.  Address of LL Global Inc: 300 Day Hill Road, Windsor, CT 06095 USA.  Hours: 3 hrs.  Flights, transport and accommodation also paid for me and my staff; value £20,812.15  (Registered 27 November 2012; updated 4 February 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2012-11-27,560.4,False,False,"United Nations Special Envoy for Global Education.  Address:  UN Headquarters, New York, NY 10017.  Ongoing commitment. (Registered 18 July 2012):","Airfares paid for me and my staff by UNESCO; value £1,198, to Paris.  Accommodation; £560.40 (Registered 27 November 2012; updated 4 February 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-10-25,2653.19,False,False,"United Nations Special Envoy for Global Education.  Address:  UN Headquarters, New York, NY 10017.  Ongoing commitment. (Registered 18 July 2012):","Flight costs paid for me and my staff:  value £2,653.19 by Econet Wireless International (Pty) Ltd, 3 Eaton Avenue, Johannesburg, 2191, South Africa, for meetings with Nigerian President Goodluck Jonathan in Nigeria. (Registered 25 October 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-02-04,6645.44,False,False,"Flights, accommodation and transport paid for me and my staff; value £6,645.44 for Launch of Educate a Child to World Innovation Summit for Education (WISE), Doha. Address of Qatar Foundation: PO Box 5825, Doha, Qatar. Hours 1.5hrs (Registered 4 February 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-06-17,18574.7,False,False,"Flights, accommodation and transport paid for me and my staff; value £18.574.70, to attend and speak at the Educate a Child High Level Strategic Meeting to Accelerate Efforts to reach Out of School children in Doha, Qatar. Address of Qatar Foundation: PO Box 5825, Doha, Qatar. Hours: 2.5 hrs. (Registered 17 June 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-11-14,17526.4,False,False,"Flights and accommodation paid for me and my staff; value £17,526.40 to attend the World Innovation Summit for Education (WISE) 2013, Doha.  Address:  Qatar Foundation, PO Box 5825, Doha, Qatar.  Hours: 1.5 hrs. (Registered 14 November 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-02-04,30105.46,False,False,"Payment of £61,286.29 for speech to the Huatuo CEO Business Consultant in Shanghai, China. Address of the the Huatuo CEO Business Consultant: Sunnyworld Center, No 188,Lushan Road, Hexi CBD, Jiayne District,Nanjing, Jiangsu 210019 China. Hours: 5 hrs. Flights, transport and accommodation also paid for me and my staff: value £30,105.46 (Registered 4 February 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-02-04,2298.57,False,False,"Payment of £22,086.31 for speech to Corsair Capital in Paris, France. Address of Corsair Capital: 717 Fifth Avenue, 24th Floor, New York, NY 10022. Hours: 3hrs. Flights, transport and accommodation also paid for me and my staff: value £2,298.57 (Registered 4 February 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-02-04,4157.47,False,False,"Payment of £48,569.11 for speech to Cisco in Oslo, Norway. Address of Cisco: 170 West Tasman, San Jose, CA 95134, USA. Hours: 3hrs. Flights, transport and accommodation also paid for me and my staff: value £4,157.47 (Registered 4 February 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-04-09,4835.08,False,False,"Payment of £49,455.10 for speech to Callan Investments Institute in San Francisco, USA.  Address of Callan Investments Institute: 101 California Street, Suite 3500, San Francisco, CA 94111.  Hours: 1.5 hrs.  Flights, transport and accommodation also paid for me and my staff: value £4,835.08. (Registered 9 April 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-04-09,9479.46,False,False,"Payment of £48,898.25 for presentations to Trinity University in San Antonio, USA.  Address of Trinity University:  106 Oakmont, San Antonio, TX 78212.  Hours: 5 hrs.  Flights, transport and accommodation also paid for me and my staff: value £9,479.46. (Registered 9 April 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-04-09,8248.92,False,False,"Payment of £49,915 for speech to NAPE Expo in Houston, USA.  Address of NAPE Expo:  4100 Fossil Creek Blvd, Ft. Worth, TX 76137.  Hours: 1.5 hrs.  Flights, transport and accommodation also paid for me and my staff: value £8,248.92. (Registered 9 April 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-04-09,29146.49,False,False,I am not receiving any money from this engagement personally. It is being held by the Office of Gordon and Sarah Brown to support my ongoing involvement in public life.,"Payment of £62,622.17 for speech to Government Summit, Dubai, UAE.  Address of the UAE’s Prime Minister’s Offfice: PO Box 212000, Dubai, UAE.  Hours: 3 hrs.  Flights, transport and accommodation also paid for me and my staff: value £29,146.49 . (Registered 9 April 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-06-17,13077.7,False,False,"Flights and accommodation  paid for me and my staff; value £13,077.70,  to speak at the Ministry of Foreign Affairs’ 13th Doha Forum in Doha, Qatar. Address: Permanent Committee for Organising Conferences, Ministry of Foreign Affairs, PO Box 24500, Doha, Qatar. Hours 1.5 hrs (Registered 17 June 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-06-17,743.92,False,False,"Accommodation and transport paid for me and my staff; value £743.92,  for speech to the Education International Executive Board in Brussels. Address: 5 Bd du Roi Albert 11,B-1210 Brussels. Hours: 4 hrs. (Registered 17 June 2013)",
4111,"Hunt, Tristram",Labour,2013-14,employment,2013-08-23,500.0,False,False,"Payments for articles from Guardian News and Media Ltd, Kings Place, 90 York Way, London, N1P 2AP:","25 July 2013, received payment of £500.  Hours: 2 hrs. 
(Registered 23 August 2013)"
591,"Brown, Gordon",Labour,2013-14,employment,2013-06-17,1144.58,False,False,"Accommodation, transport and registration fees paid for me and my staff; value £1,144.58, for speech and interviews at MIP TV Cannes. Address: Reed MIDEM Paris Headquarters, 27 Quai Alphonse Le Gallo CS10026, 92513 Boulogne Billancourt Cedax.",
591,"Brown, Gordon",Labour,2013-14,employment,2013-10-25,12216.86,False,False,"Payment of £48,803.25 for speech to AlphaMetrix in Monte-Carlo, Monaco.  Address:  AlphaMetrix LLC, 515 Madison Avenue, Suite 14A, New York, NY 10022.  Hours: 3 hrs.  Flights, transport and accommodation also paid for me and my staff; value £12,216.86.  (Registered 25 October 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-10-25,6190.51,False,False,"Payment of £28,975.01 for speech to American Express Global Client Group in New York, USA.  Address:  Global Client Group, American Express, 4315 S 2700 E, MC: 02-01-70, Salt Lake City, UT 84121.  Hours: 2 hrs.  Flights and transport also paid for me and my staff; value £6,190.51. (Registered 25 October 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-10-25,22019.78,False,False,"Payment of £48,737.82 for speech to HSM Americas Inc in New York, USA.  Address:  501 Madison Avenue, 10th Floor/Suite 1003, New York, NY 100022 USA.  Hours: 2 hrs.  Flights, transport and accommodation also paid for me and my staff; value £22,019.78. (Registered 25 October 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-11-14,19486.83,False,False,"Payment of £64,965 for speech to COPARMEX in Acapulco, Mexico.  Address:  COPARMEX, Plaza del Marques de Salamanca 2, Madrid 28006.  Hours: 1 hr.  Flights, transport and accommodation also paid for me and my staff; value £19,486.83. (Registered 14 November 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2013-11-14,14242.49,False,False,"Flights and accommodation paid for me and my staff; value £14,242.49 to attend the 21st Century Council Meeting in Beijing, China.  Address: Berggruen Institute on Governance, 100 Wilshire Boulevard, Suite 1280, Santa Monica, CA 90401.  Hours: 2 hrs. (Registered 14 November 2013)",
591,"Brown, Gordon",Labour,2013-14,employment,2014-01-09,26653.85,False,False,"Payment of £48,554.37 for speech to CME Group in Naples, Florida, USA.  Address:  CME Group, 20 South Wacker Drive, Chicago, IL 60606.  Hours: 1.5 hrs.  Flights, transport and accommodation also paid for me and my staff; value £26,653.85.  (Registered 9 January 2014)",
3958,"Bruce, Fiona",Conservative,2013-14,employment,2013-12-04,1166.0,False,False,"Fiona Bruce & Co LLP; solicitors practice.  Address:  Justice House, 3 Grappenhall Rd, Stockton Heath, Warrington WA4 2AH.  Consultancy fees received:",
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for March 2012. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for April 2012. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for May 2012. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for June 2012. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for July 2012. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for August 2012. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for September 2012. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for October 2012. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for November 2012. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for December 2012. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for January 2013. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for February 2013. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for March 2013. Hours: 8 hrs. (Registered 4 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-04-22,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received for April 2013. Hours: 8 hrs. (Registered 22 April 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-06-04,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received on 21 May 2013.  Hours: 8 hrs. (Registered 4 June 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-09-02,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received on 21 June 2013.  Hours: 10 hrs. (Registered 2 September 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-09-02,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received on 21 July 2013.  Hours: 10 hrs. (Registered 2 September 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-09-02,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received on 21 August 2013.  Hours: 10 hrs. (Registered 2 September 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-10-07,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received on 21 September 2013.  Hours: 10 hrs. (Registered 7 October 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-12-03,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received on 21 October 2013.  Hours: 10 hrs. (Registered 3 December 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2013-12-03,2500.0,False,False,"Weekly column for The Independent, 
2 Derry Street
, 
London
 
W8 5TT
 (£30,000-£35,000):","Payment of £2,500 received on 21 November 2013.  Hours: 10 hrs. (Registered 3 December 2013)"
1446,"Bryant, Chris",Labour,2013-14,employment,2010-09-02,500.0,False,False,"Payment of £500 received on 29 August 2013 from The Times, 3 Thomas More Square, London E98 1TT, for article.  Hours: 4 hrs. (Registered 2 September 2010)",
1446,"Bryant, Chris",Labour,2013-14,employment,2013-06-04,15375.0,False,False,"Payment of £15,375 received 30 May 2013 from Transworld Publishers, 20 Vauxhall Bridge Road, London SW1V 2SA, as an advance for a book to be published in 2014.  Hours: in excess of 500 hours over the last five years. (Registered 4 June 2013)",
1446,"Bryant, Chris",Labour,2013-14,employment,2013-12-03,4987.12,False,False,"Payment of £2,077.97 from Fundación Euroamérica, General Arrando, 38, 28010 Madrid, Spain, for speaking at the IV Foro México-Union Europea on 28-29 November 2013.  Fundación Euroamérica also paid the costs of my flights and hotel accommodation for two nights; value £4,987.12.  Hours: 2 hrs plus preparation and travel. (Registered 3 December 2013)",
199,"Buck, Karen",Labour,2013-14,sponsorship,2013-10-28,6000.0,False,True,Donor: Westminster North Labour Party,
199,"Buck, Karen",Labour,2013-14,sponsorship,2013-10-28,2725.0,False,True,Donor: CH2M Hill,
199,"Buck, Karen",Labour,2013-14,oversees_visit,2013-04-15,1105.0,False,False,Donor:  Sir Joseph Hotung Programme,
4106,"Buckland, Robert",Conservative,2013-14,employment,2013-01-27,950.24,False,False,Crown Court Recorder (part-time circuit judge).,"Payment of £950.24 for work done on 2, 3 and 4 January 2013.   Hours: 3 days.  
(Registered 27 January 2013)"
4106,"Buckland, Robert",Conservative,2013-14,employment,2013-05-01,1646.28,False,False,Crown Court Recorder (part-time circuit judge).,"Payment of £1,646.28 for work done on 8,9,10,11 and 12 April 2013.  Hours: 5 days. (Registered 1 May 2013)"
4106,"Buckland, Robert",Conservative,2013-14,employment,2013-06-24,19.65,False,False,Crown Court Recorder (part-time circuit judge).,Payment of £19.65 received for work done on 2 May 2013 £19.65. Hours: 2 hrs. (Registered 24 June 2013)
4106,"Buckland, Robert",Conservative,2013-14,employment,2013-09-09,1646.28,False,False,Crown Court Recorder (part-time circuit judge).,"Payment of £1,646.28 received for work done on 29, 30 and 31 July 2013 and 1 August 2013.  Hours: 4 days. (Registered 9 September 2013)"
4106,"Buckland, Robert",Conservative,2013-14,employment,2014-01-17,300.6,False,False,Crown Court Recorder (part-time circuit judge).,Payment of £300.60 received for work done on 2 January 2014.  Hours: 1 day. (Registered 17 January 2014)
301,"Burden, Richard",Labour,2013-14,gift,2013-07-23,980.0,False,False,Donor: Motor Sports Association,
301,"Burden, Richard",Labour,2013-14,oversees_visit,2013-12-18,1175.0,False,False,Donor: Sir Joseph Hotung Programme,
3937,"Burley, Aidan",Conservative,2013-14,sponsorship,2013-02-27,15000.0,False,True,Donor: JCB Research,
3937,"Burley, Aidan",Conservative,2013-14,sponsorship,2013-10-16,10000.0,False,True,Donor: Midland Chilled Foods,
3937,"Burley, Aidan",Conservative,2013-14,sponsorship,2013-11-20,2500.0,False,True,Donor: United and Cecil Club,
3937,"Burley, Aidan",Conservative,2013-14,oversees_visit,2013-06-12,5800.0,False,False,Donor: Sri Lankan High Commission,
3937,"Burley, Aidan",Conservative,2013-14,oversees_visit,2013-06-12,1200.0,False,False,Donor: High Commission of the Maldives,
1427,"Burnham, Andy",Labour,2013-14,sponsorship,2011-12-16,2584.0,False,False,Donor: Wigan MBC,
1427,"Burnham, Andy",Labour,2013-14,sponsorship,2013-05-15,2584.0,False,False,Donor: Wigan MBC,
3922,"Burns, Conor",Conservative,2013-14,employment,2012-11-06,10000.0,False,False,"Consultant to Trant Construction Ltd, Rushington, Southampton SO40 9LT.  I receive £10,000 quarterly for 10 hours work per month. (Registered 27 June 2011)","£10,000 received on 26 September 2012 for 3 months work. (Registered  6 November 2012)"
46,"Burns, Simon",Conservative,2013-14,employment,2014-01-20,75.0,False,False,"Payments from ComRes, 4 Millbank, London SW1P 3JA, for completing Parliamentary Panel Surveys:",
1518,"Burrowes, David",Conservative,2013-14,employment,2013-03-28,220.6,False,False,"Consultant to Shepherd Harris and Co as a solicitor specialising in criminal law. Address: 96 Silver Street, Enfield, Middlesex.","Received £686.05 for work undertaken. This comprised three sums of £100 for weekends on police station call between 7 September and 18 November 2012 (60 hrs per weekend, 180 hrs in total) and payments of £165.45 and £220.60  for court duty sessions on 10 November 2012 and 2 March 2013 (3 hrs and 4 hrs respectively). (Registered 28 March 2013)"
1567,"Burt, Lorely",Liberal Democrat,2013-14,employment,2013-08-29,75.0,False,False,"Payments received for parliamentary panel surveys from ComRes,  4 Millbank, 
London
 SW1P 3JA. All payments donated to my constituency party:",£75 received on 4 June 2013 for participation in April Parliamentary Panel Survey. Hours: 45 mins.(Registered 29 August 2013)
1567,"Burt, Lorely",Liberal Democrat,2013-14,employment,2013-08-29,100.0,False,False,"Payments received for parliamentary panel surveys from ComRes,  4 Millbank, 
London
 SW1P 3JA. All payments donated to my constituency party:",£100 received on 10 June 2013 for participation in a research project. Hours: 45 mins..(Registered 29 August 2013)
1567,"Burt, Lorely",Liberal Democrat,2013-14,employment,2013-08-29,100.0,False,False,"Payments received for parliamentary panel surveys from ComRes,  4 Millbank, 
London
 SW1P 3JA. All payments donated to my constituency party:",£100 received on 24 June 2013 for participation in Nationwide project. Hours: 45 mins. (Registered 29 August 2013)
1567,"Burt, Lorely",Liberal Democrat,2013-14,employment,2013-09-17,75.0,False,False,"Payments received for parliamentary panel surveys from ComRes,  4 Millbank, 
London
 SW1P 3JA. All payments donated to my constituency party:","£75 received on 16 September 2013 for participation in June 2013 Parliamentary Panel Survey. Hours: 30 mins
.  (Registered 17 September 2013)"
1567,"Burt, Lorely",Liberal Democrat,2013-14,employment,2013-08-29,80.0,False,False,"Payments from Ipsos MORI for participation in surveys. Address: 79-81 Borough Road, London, SE1 1FY. All payments donated to my constituency party:",£80 received on 22 August 2013 for participation in a survey on technology issues. Hours: 45 mins.(Registered 29 August 2013)
4112,"Byles, Dan",Conservative,2013-14,sponsorship,2013-08-07,10000.0,False,True,Donor: Dukehill Services Ltd,
4112,"Byles, Dan",Conservative,2013-14,sponsorship,2013-08-07,2000.0,False,True,Donor: United and Cecil Club,
1171,"Byrne, Liam",Labour,2013-14,employment,2013-03-28,615.0,False,False,"Payments from Capel and Land Literary Agents Ltd. Address: 29 Wardour St, London W1D 6PS:","17 May 2010, received advance of £615 for book.  Hours: none so far. (Registered 28 March 2013)"
1171,"Byrne, Liam",Labour,2013-14,employment,2013-07-24,615.0,False,False,"Payments from Capel and Land Literary Agents Ltd. Address: 29 Wardour St, London W1D 6PS:","20 June 2013, received publication advance of £615, on behalf of Guardian News & Media Ltd, 
90 York Way
, 
London
 N1P 2AP. Hours: in excess of 100 hrs. (Registered 24 July 2013)"
1171,"Byrne, Liam",Labour,2013-14,employment,2013-10-02,549.88,False,False,"Payments from Capel and Land Literary Agents Ltd. Address: 29 Wardour St, London W1D 6PS:","25 July 2013, received £549.88 as serialisation fee from Guardian News & Media Ltd, 
90 York Way
, 
London
 N1P 2AP. Hours: 4 hrs.  (Registered 2 October 2013)"
1171,"Byrne, Liam",Labour,2013-14,employment,2013-10-02,1804.0,False,False,"Payments from Capel and Land Literary Agents Ltd. Address: 29 Wardour St, London W1D 6PS:","12 September 2013, received £1,804 in commissioning fees. Hours: 20 hrs.  (Registered 2 October 2013)"
1171,"Byrne, Liam",Labour,2013-14,employment,2013-03-28,625.0,False,False,"Payments for teaching received from Oxford University Said Business School, University of Oxford, OX1 5NY:",Received £625 for teaching on 4 May 2012. Hours: 4 hrs. (Registered 28 March 2013)
1170,"Teather, Sarah",Liberal Democrat,2013-14,oversees_visit,2013-03-06,940.0,False,False,Donor: Interpal,
1171,"Byrne, Liam",Labour,2013-14,employment,2013-03-28,637.0,False,False,"Payments for teaching received from Oxford University Said Business School, University of Oxford, OX1 5NY:",Received £637 for teaching on 10 July 2012. Hours: 4 hrs. (Registered 28 March 2013)
